Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2015,834,"Tanzania, United Republic of",670,"Saint Vincent and the Grenadines",0,,0,,0,
2015,834,"Tanzania, United Republic of",678,"Sao Tome and Principe",0,,0,,0,
2015,834,"Tanzania, United Republic of",682,"Saudi Arabia",9.339,,0.07475,,3,
2015,834,"Tanzania, United Republic of",686,"Senegal",0,,0,,0,
2015,834,"Tanzania, United Republic of",690,"Seychelles",0,,0,,0,
2015,834,"Tanzania, United Republic of",694,"Sierra Leone",0,,0,,0,
2015,834,"Tanzania, United Republic of",702,"Singapore",7.8,,0.06243,,3,
2015,834,"Tanzania, United Republic of",704,"Viet Nam",0,,0,,0,
2015,834,"Tanzania, United Republic of",705,"Slovenia",0,,0,,0,
2015,834,"Tanzania, United Republic of",706,"Somalia",0,,0,,0,
2015,834,"Tanzania, United Republic of",710,"South Africa",0,,0,,0,
2015,834,"Tanzania, United Republic of",724,"Spain",0,,0,,0,
2015,834,"Tanzania, United Republic of",729,"Sudan",0,,0,,0,
2015,834,"Tanzania, United Republic of",740,"Suriname",0,,0,,0,
2015,834,"Tanzania, United Republic of",752,"Sweden",0,,0,,0,
2015,834,"Tanzania, United Republic of",756,"Switzerland",0,,0,,0,
2015,834,"Tanzania, United Republic of",757,"Switzerland, Liechtenstein",0,,0,,0,
2015,834,"Tanzania, United Republic of",760,"Syrian Arab Republic",103.86,,0.83127,,14,
2015,834,"Tanzania, United Republic of",764,"Thailand",0,,0,,0,
2015,834,"Tanzania, United Republic of",768,"Togo",0,,0,,0,
2015,834,"Tanzania, United Republic of",772,"Tokelau",0,,0,,0,
2015,834,"Tanzania, United Republic of",776,"Tonga",0,,0,,0,
2015,834,"Tanzania, United Republic of",780,"Trinidad and Tobago",0,,0,,0,
2015,834,"Tanzania, United Republic of",784,"United Arab Emirates",165.807,,1.32708,,22,
2015,834,"Tanzania, United Republic of",788,"Tunisia",0,,0,,0,
2015,834,"Tanzania, United Republic of",792,"Turkey",40.278,,0.32237,,14,
2015,834,"Tanzania, United Republic of",795,"Turkmenistan",0,,0,,0,
2015,834,"Tanzania, United Republic of",796,"Turks and Caicos Islands",0,,0,,0,
2015,834,"Tanzania, United Republic of",798,"Tuvalu",0,,0,,0,
2015,834,"Tanzania, United Republic of",804,"Ukraine",3.18,,0.02545,,1,
2015,834,"Tanzania, United Republic of",818,"Egypt",25.462,,0.20379,,5,
2015,834,"Tanzania, United Republic of",830,"Channel Islands",0,,0,,0,
2015,834,"Tanzania, United Republic of",834,"Tanzania, United Republic of",26.86,,0.21498,,7,
2015,834,"Tanzania, United Republic of",841,"United States of America including Puerto Rico",7.527,,0.06024,,4,
2015,834,"Tanzania, United Republic of",842,"United States of America",7.527,,0.06024,,4,
2015,834,"Tanzania, United Republic of",850,"United States Virgin Islands",0,,0,,0,
2015,834,"Tanzania, United Republic of",858,"Uruguay",0,,0,,0,
2015,834,"Tanzania, United Republic of",862,"Venezuela (Bolivarian Rep. of)",0,,0,,0,
2015,834,"Tanzania, United Republic of",876,"Wallis and Futuna Islands",0,,0,,0,
2015,834,"Tanzania, United Republic of",882,"Samoa",0,,0,,0,
2015,834,"Tanzania, United Republic of",887,"Yemen",0,,0,,0,
2015,834,"Tanzania, United Republic of",926,"United Kingdom",23.384,,0.18716,,2,
2016,0000,"Total all flags",0000,"World",1794028.649,,100,,49445,
2016,0000,"Total all flags",0000u,"World n.e.s.",4451.146,,0.24811,,689,
2016,0000,"Total all flags",008,"Albania",87.15,,0.00486,,25,
2016,0000,"Total all flags",012,"Algeria",1391.781,,0.07758,,43,
2016,0000,"Total all flags",016,"American Samoa",0,,0,,0,
2016,0000,"Total all flags",024,"Angola",3145.539,,0.17533,,46,
2016,0000,"Total all flags",028,"Antigua and Barbuda",3.05,,0.00017,,1,
2016,0000,"Total all flags",031,"Azerbaijan",618.651,,0.03448,,161,
2016,0000,"Total all flags",032,"Argentina",829.059,,0.04621,,63,
2016,0000,"Total all flags",036,"Australia",2570.234,,0.14327,,141,
2016,0000,"Total all flags",040,"Austria",43.258,,0.00241,,6,
2016,0000,"Total all flags",044,"Bahamas",852.178,,0.0475,,29,
2016,0000,"Total all flags",048,"Bahrain",144.103,,0.00803,,23,
2016,0000,"Total all flags",050,"Bangladesh",1415.595,,0.07891,,74,
2016,0000,"Total all flags",052,"Barbados",2.04,,0.00011,,1,
2016,0000,"Total all flags",056,"Belgium",21793.95,,1.21481,,281,
2016,0000,"Total all flags",060,"Bermuda",8736.579,,0.48698,,45,
2016,0000,"Total all flags",068,"Bolivia (Plurinational State of)",1.741,,0.0001,,1,
2016,0000,"Total all flags",076,"Brazil",15411.6,,0.85905,,271,
2016,0000,"Total all flags",084,"Belize",21.38,,0.00119,,6,
2016,0000,"Total all flags",090,"Solomon Islands",0,,0,,0,
2016,0000,"Total all flags",092,"British Virgin Islands",39.362,,0.00219,,7,
2016,0000,"Total all flags",096,"Brunei Darussalam",537.231,,0.02995,,17,
2016,0000,"Total all flags",100,"Bulgaria",1271.644,,0.07088,,75,
2016,0000,"Total all flags",104,"Myanmar",201.383,,0.01123,,38,
2016,0000,"Total all flags",1100,"Developed economies",1097866.013,,61.19557,,24623,
2016,0000,"Total all flags",1120,"Developed economies: America",112368.291,,6.26346,,2905,
2016,0000,"Total all flags",1130,"Developed economies: Asia",251114.8,,13.99726,,4363,
2016,0000,"Total all flags",1140,"Developed economies: Europe",731674.522,,40.78388,,17201,
2016,0000,"Total all flags",1150,"Developed economies: Oceania",2708.399,,0.15097,,154,
2016,0000,"Total all flags",116,"Cambodia",8.24,,0.00046,,2,
2016,0000,"Total all flags",120,"Cameroon",359.876,,0.02006,,2,
2016,0000,"Total all flags",1200,"Developing economies",664277.03,,37.02711,,21790,
2016,0000,"Total all flags",1210,"Developing economies: Africa",16712.469,,0.93156,,764,
2016,0000,"Total all flags",1220,"Developing economies: America",26163.273,,1.45835,,1012,
2016,0000,"Total all flags",1230,"Developing economies: Asia",620578.234,,34.59132,,19902,
2016,0000,"Total all flags",124,"Canada",34083.65,,1.89984,,627,
2016,0000,"Total all flags",1250,"Developing economies: Oceania",823.054,,0.04588,,112,
2016,0000,"Total all flags",1300,"Transition economies",27434.46,,1.52921,,2343,
2016,0000,"Total all flags",132,"Cabo Verde",6.572,,0.00037,,5,
2016,0000,"Total all flags",136,"Cayman Islands",1.474,,8E-05,,2,
2016,0000,"Total all flags",144,"Sri Lanka",67.243,,0.00375,,15,
2016,0000,"Total all flags",152,"Chile",1784.227,,0.09945,,86,
2016,0000,"Total all flags",156,"China",210190.9,,11.71614,,5608,
2016,0000,"Total all flags",158,"China, Taiwan Province of",48237.87,,2.6888,,919,
2016,0000,"Total all flags",170,"Colombia",137.412,,0.00766,,25,
2016,0000,"Total all flags",174,"Comoros",0,,0,,0,
2016,0000,"Total all flags",175,"Mayotte",0,,0,,0,
2016,0000,"Total all flags",178,"Congo",0,,0,,0,
2016,0000,"Total all flags",180,"Congo, Dem. Rep. of the",15.786,,0.00088,,5,
2016,0000,"Total all flags",184,"Cook Islands",8.455,,0.00047,,3,
2016,0000,"Total all flags",188,"Costa Rica",65.003,,0.00362,,6,
2016,0000,"Total all flags",191,"Croatia",2539.525,,0.14155,,97,
2016,0000,"Total all flags",192,"Cuba",550.223,,0.03067,,28,
2016,0000,"Total all flags",196,"Cyprus",4091.246,,0.22805,,132,
2016,0000,"Total all flags",204,"Benin",0,,0,,0,
2016,0000,"Total all flags",208,"Denmark",42595.32,,2.37428,,997,
2016,0000,"Total all flags",2101,"Developed economies: Asia and Oceania",253823.199,,14.14822,,4517,
2016,0000,"Total all flags",2102,"Developing economies: Asia and Oceania",621401.288,,34.6372,,20014,
2016,0000,"Total all flags",2116,"Sub-Saharan Africa excluding South Africa",8329.474,,0.46429,,395,
2016,0000,"Total all flags",2117,"Africa excluding South Africa",15422.337,,0.85965,,714,
2016,0000,"Total all flags",212,"Dominica",0,,0,,0,
2016,0000,"Total all flags",214,"Dominican Republic",0,,0,,0,
2016,0000,"Total all flags",2160,"Developing economies excluding China",454086.13,,25.31097,,16182,
2016,0000,"Total all flags",2161,"Developing economies excluding LDCs",658206.356,,36.68873,,21540,
2016,0000,"Total all flags",218,"Ecuador",681.78,,0.038,,49,
2016,0000,"Total all flags",2200,"M49 developing regions",665341.558,,37.08645,,21993,
2016,0000,"Total all flags",2205,"M49 developed regions",1124235.945,,62.66544,,26763,
2016,0000,"Total all flags",2210,"LDCs (Least developed countries)",6070.674,,0.33838,,250,
2016,0000,"Total all flags",2211,"LDCs: Africa and Haiti",3851.828,,0.2147,,111,
2016,0000,"Total all flags",2213,"LDCs: Asia",2214.866,,0.12346,,136,
2016,0000,"Total all flags",2216,"LDCs: Islands",3.98,,0.00022,,3,
2016,0000,"Total all flags",222,"El Salvador",0,,0,,0,
2016,0000,"Total all flags",2220,"LLDCs (Landlocked developing countries)",1478.578,,0.08242,,233,
2016,0000,"Total all flags",2221,"LDCs: Africa",3842.206,,0.21417,,109,
2016,0000,"Total all flags",2222,"LDCs: Islands and Haiti",13.602,,0.00076,,5,
2016,0000,"Total all flags",2230,"SIDS (Small island developing States) (UNCTAD)",2125.075,,0.11845,,128,
2016,0000,"Total all flags",2231,"SIDS: Atlantic and Indian Ocean",435.488,,0.02427,,34,
2016,0000,"Total all flags",2232,"SIDS: Caribbean",1043.994,,0.05819,,49,
2016,0000,"Total all flags",2233,"SIDS: Pacific",645.593,,0.03599,,45,
2016,0000,"Total all flags",2250,"SIDS (Small island developing States) (UN-OHRLLS)",70221.35,,3.91417,,2123,
2016,0000,"Total all flags",226,"Equatorial Guinea",2.542,,0.00014,,2,
2016,0000,"Total all flags",231,"Ethiopia",384.245,,0.02142,,14,
2016,0000,"Total all flags",232,"Eritrea",12.812,,0.00071,,4,
2016,0000,"Total all flags",233,"Estonia",254.225,,0.01417,,68,
2016,0000,"Total all flags",234,"Faroe Islands",69.648,,0.00388,,24,
2016,0000,"Total all flags",2370,"Selected exporters of petroleum",90911.935,,5.06747,,3155,
2016,0000,"Total all flags",2371,"Selected exporters of manufactured goods",529248.852,,29.50058,,16128,
2016,0000,"Total all flags",2372,"Selected exporters of manufactured goods and primary commodities",398389.58,,22.20642,,12315,
2016,0000,"Total all flags",2373,"Selected exporters of agricultural products",3827.678,,0.21336,,334,
2016,0000,"Total all flags",2374,"Selected exporters of minerals and mining products",2502.476,,0.13949,,153,
2016,0000,"Total all flags",2376,"Selected LIFDC (Low-income food-deficit countries)",36709.539,,2.04621,,2216,
2016,0000,"Total all flags",2378,"LIFDC (Low-income food-deficit countries) (FAO)",37891.742,,2.1121,,2281,
2016,0000,"Total all flags",238,"Falkland Islands (Malvinas)",0,,0,,0,
2016,0000,"Total all flags",2411,"Net food-importing economies",1391040.3,,77.53724,,32592,
2016,0000,"Total all flags",2412,"Net food-exporting economies",398537.203,,22.21465,,16164,
2016,0000,"Total all flags",2413,"Net food-exporting developing economies",129827.523,,7.23665,,7325,
2016,0000,"Total all flags",2414,"Net food-exporting transition economies",4173.362,,0.23263,,395,
2016,0000,"Total all flags",2415,"Net food-exporting developed economies",264536.317,,14.74538,,8444,
2016,0000,"Total all flags",2416,"Major net food-exporting economies",396041.314,,22.07553,,15832,
2016,0000,"Total all flags",242,"Fiji",5.913,,0.00033,,10,
2016,0000,"Total all flags",2420,"Net food-importing developing economies",534449.507,,29.79047,,14465,
2016,0000,"Total all flags",2421,"Net food-importing transition economies",23261.098,,1.29658,,1948,
2016,0000,"Total all flags",2422,"Net food-importing developed economies",833329.696,,46.45019,,16179,
2016,0000,"Total all flags",2423,"Major net food-importing economies",1041310.786,,58.04315,,26882,
2016,0000,"Total all flags",246,"Finland",1710.989,,0.09537,,107,
2016,0000,"Total all flags",250,"France, metropolitan",19765.61,,1.10174,,604,
2016,0000,"Total all flags",2508,"Industrialized economies (UNIDO)",1054670.444,,58.78783,,28256,
2016,0000,"Total all flags",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",700423.054,,39.04191,,17443,
2016,0000,"Total all flags",251,"France",22413.79,,1.24936,,649,
2016,0000,"Total all flags",2510,"Emerging markets",650534.626,,36.26111,,21838,
2016,0000,"Total all flags",2511,"Emerging markets: Africa",7856.741,,0.43794,,506,
2016,0000,"Total all flags",2512,"Emerging markets: America",23554.208,,1.31292,,766,
2016,0000,"Total all flags",2513,"Emerging markets: Asia",586424.302,,32.68757,,18104,
2016,0000,"Total all flags",2514,"Emerging markets: Europe and Kazakhstan",32699.375,,1.82268,,2462,
2016,0000,"Total all flags",258,"French Polynesia",26.107,,0.00146,,18,
2016,0000,"Total all flags",2611,"HIPCs (Heavily indebted poor countries) (IMF)",1119.747,,0.06242,,95,
2016,0000,"Total all flags",262,"Djibouti",3.205,,0.00018,,1,
2016,0000,"Total all flags",2621,"High-income developing economies",590324.065,,32.90494,,16418,
2016,0000,"Total all flags",2622,"Middle-income developing economies",71443.233,,3.98228,,5082,
2016,0000,"Total all flags",2623,"Low-income developing economies",2506.602,,0.13972,,289,
2016,0000,"Total all flags",2624,"Low-income economies (World Bank)",2510.389,,0.13993,,292,
2016,0000,"Total all flags",2625,"Lower-middle-income economies (World Bank)",70342.203,,3.92091,,5263,
2016,0000,"Total all flags",2626,"Upper-middle-income economies (World Bank)",339079.338,,18.90044,,11760,
2016,0000,"Total all flags",2627,"High-income economies (World Bank)",1377691.504,,76.79317,,31449,
2016,0000,"Total all flags",2628,"High-income OECD members (World Bank)",1163457.819,,64.85169,,25873,
2016,0000,"Total all flags",2629,"High-income non OECD members (World Bank)",214233.686,,11.94149,,5576,
2016,0000,"Total all flags",266,"Gabon",1.778,,0.0001,,2,
2016,0000,"Total all flags",268,"Georgia",7.804,,0.00043,,3,
2016,0000,"Total all flags",270,"Gambia",1.5,,8E-05,,1,
2016,0000,"Total all flags",2710,"BASIC",252002.082,,14.04671,,6904,
2016,0000,"Total all flags",2711,"BRICS",273969.752,,15.2712,,8619,
2016,0000,"Total all flags",276,"Germany",118722.8,,6.61766,,3440,
2016,0000,"Total all flags",288,"Ghana",18.281,,0.00102,,8,
2016,0000,"Total all flags",292,"Gibraltar",35.273,,0.00197,,8,
2016,0000,"Total all flags",296,"Kiribati",1.218,,7E-05,,1,
2016,0000,"Total all flags",300,"Greece",326642.2,,18.20719,,4524,
2016,0000,"Total all flags",304,"Greenland",39.542,,0.0022,,7,
2016,0000,"Total all flags",308,"Grenada",1.56,,9E-05,,1,
2016,0000,"Total all flags",3101,"AMU (Arab Maghreb Union)",4224.353,,0.23547,,105,
2016,0000,"Total all flags",3102,"COMESA (Common Market for Eastern and Southern Africa)",6441.506,,0.35905,,308,
2016,0000,"Total all flags",3103,"ECCAS (Economic Community of Central African States)",3525.521,,0.19651,,57,
2016,0000,"Total all flags",3104,"ECOWAS (Economic Community of West African States)",3880.124,,0.21628,,274,
2016,0000,"Total all flags",3105,"MRU (Mano River Union)",138.568,,0.00772,,13,
2016,0000,"Total all flags",3106,"SADC (Southern African Development Community)",4917.379,,0.2741,,135,
2016,0000,"Total all flags",3107,"CEMAC (Economic and Monetary Community of Central Africa)",364.196,,0.0203,,6,
2016,0000,"Total all flags",3108,"WAEMU (West African Economic and Monetary Union)",0.693,,4E-05,,1,
2016,0000,"Total all flags",3109,"CEPGL (Economic Community of the Great Lakes Countries)",15.786,,0.00088,,5,
2016,0000,"Total all flags",3110,"EAC (East African Community)",136.902,,0.00763,,21,
2016,0000,"Total all flags",3111,"SACU (Southern African Customs Union)",1290.132,,0.07191,,50,
2016,0000,"Total all flags",3112,"CEN-SAD (Community of Sahel-Saharan States)",9466.733,,0.52768,,540,
2016,0000,"Total all flags",3113,"IGAD (Intergovernmental Authority on Development)",471.188,,0.02626,,33,
2016,0000,"Total all flags",3114,"United Nations member States",1695174.905,,94.48985,,46756,
2016,0000,"Total all flags",312,"Guadeloupe",0,,0,,0,
2016,0000,"Total all flags",316,"Guam",0,,0,,0,
2016,0000,"Total all flags",320,"Guatemala",1.109,,6E-05,,1,
2016,0000,"Total all flags",3201,"CAN (Andean Community)",1454.815,,0.08109,,110,
2016,0000,"Total all flags",3202,"CACM (Central American Common Market)",101.609,,0.00566,,19,
2016,0000,"Total all flags",3203,"CARICOM (Caribbean Community)",1121.717,,0.06253,,77,
2016,0000,"Total all flags",3204,"FTAA (Free Trade Area of the Americas)",129154.656,,7.19914,,3825,
2016,0000,"Total all flags",3205,"LAIA (Latin American Integration Association)",24889.382,,1.38735,,904,
2016,0000,"Total all flags",3206,"NAFTA (North American Free Trade Agreement)",105245.805,,5.86645,,2990,
2016,0000,"Total all flags",3207,"OECS (Organisation of Eastern Caribbean States)",233.575,,0.01302,,25,
2016,0000,"Total all flags",3208,"MERCOSUR (Southern Common Market)",18699.14,,1.0423,,452,
2016,0000,"Total all flags",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",3112.89,,0.17351,,116,
2016,0000,"Total all flags",3210,"UNASUR (Union of South American Nations)",2471.075,,0.13774,,121,
2016,0000,"Total all flags",3211,"ACS (Association of Caribbean States)",6690.121,,0.37291,,450,
2016,0000,"Total all flags",324,"Guinea",3.423,,0.00019,,1,
2016,0000,"Total all flags",328,"Guyana",39.516,,0.0022,,17,
2016,0000,"Total all flags",3301,"ASEAN (Association of Southeast Asian Nations)",111251.037,,6.20119,,6022,
2016,0000,"Total all flags",3302,"APTA (Asia-Pacific Trade Agreement)",318880.728,,17.77456,,8362,
2016,0000,"Total all flags",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",51801.861,,2.88746,,1335,
2016,0000,"Total all flags",3304,"SAARC (South Asian Association for Regional Cooperation)",27430.695,,1.529,,1092,
2016,0000,"Total all flags",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",650330.677,,36.24974,,17564,
2016,0000,"Total all flags",3306,"ECO (Economic Cooperation Organization)",49531.86,,2.76093,,2013,
2016,0000,"Total all flags",3307,"African Union",16683.903,,0.92997,,758,
2016,0000,"Total all flags",3310,"ADB (African Development Bank), developing member countries",291833.803,,16.26695,,11209,
2016,0000,"Total all flags",3311,"ADB: Group A",917.432,,0.05114,,87,
2016,0000,"Total all flags",3312,"ADB: Group B",27434.509,,1.52921,,1109,
2016,0000,"Total all flags",3313,"ADB: Group C",263481.862,,14.6866,,10013,
2016,0000,"Total all flags",332,"Haiti",9.622,,0.00054,,2,
2016,0000,"Total all flags",3320,"ECA (Economic Commission for Africa)",16709.339,,0.93139,,763,
2016,0000,"Total all flags",3321,"ECA: North Africa",7101.888,,0.39586,,320,
2016,0000,"Total all flags",3322,"ECA: East Africa",751.215,,0.04187,,51,
2016,0000,"Total all flags",3323,"ECA: Central Africa",379.982,,0.02118,,11,
2016,0000,"Total all flags",3324,"ECA: Southern Africa",4596.13,,0.25619,,107,
