,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
18753,2016,300,Greece,484,Mexico,0.0,0.0,0
18754,2016,300,Greece,492,Monaco,0.0,0.0,0
18755,2016,300,Greece,496,Mongolia,0.0,0.0,0
18756,2016,300,Greece,498,"Moldova, Republic of",0.0,0.0,0
18757,2016,300,Greece,499,Montenegro,0.0,0.0,0
18758,2016,300,Greece,504,Morocco,0.0,0.0,0
18759,2016,300,Greece,508,Mozambique,0.0,0.0,0
18760,2016,300,Greece,5100,Africa,0.0,0.0,0
18761,2016,300,Greece,5110,Northern Africa,0.0,0.0,0
18762,2016,300,Greece,512,Oman,0.0,0.0,0
18763,2016,300,Greece,5120,Sub-Saharan Africa,0.0,0.0,0
18764,2016,300,Greece,5121,Eastern Africa,0.0,0.0,0
18765,2016,300,Greece,5122,Middle Africa,0.0,0.0,0
18766,2016,300,Greece,5123,Southern Africa,0.0,0.0,0
18767,2016,300,Greece,5124,Western Africa,0.0,0.0,0
18768,2016,300,Greece,516,Namibia,0.0,0.0,0
18769,2016,300,Greece,5200,America,1.735,0.00241,1
18770,2016,300,Greece,5210,Northern America,1.735,0.00241,1
18771,2016,300,Greece,5220,Latin America and the Caribbean,0.0,0.0,0
18772,2016,300,Greece,5221,Caribbean,0.0,0.0,0
18773,2016,300,Greece,5222,Central America,0.0,0.0,0
18774,2016,300,Greece,5223,South America,0.0,0.0,0
18775,2016,300,Greece,528,Netherlands,0.0,0.0,0
18776,2016,300,Greece,5300,Asia,10.761,0.01498,3
18777,2016,300,Greece,531,Curaçao,0.0,0.0,0
18778,2016,300,Greece,5310,Central Asia,0.0,0.0,0
18779,2016,300,Greece,5320,Southern Asia,0.0,0.0,0
18780,2016,300,Greece,533,Aruba,0.0,0.0,0
18781,2016,300,Greece,5330,Eastern Asia,0.0,0.0,0
18782,2016,300,Greece,5340,Western Asia,10.761,0.01498,3
18783,2016,300,Greece,535,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0
18784,2016,300,Greece,5350,South-eastern Asia,0.0,0.0,0
18785,2016,300,Greece,540,New Caledonia,0.0,0.0,0
18786,2016,300,Greece,5400,Europe,71825.611,99.95308,777
18787,2016,300,Greece,5410,Eastern Europe,1.235,0.00172,1
18788,2016,300,Greece,5420,Northern Europe,0.0,0.0,0
18789,2016,300,Greece,5430,Southern Europe,67796.293,94.34585,754
18790,2016,300,Greece,5440,Western Europe,4028.083,5.60551,22
18791,2016,300,Greece,548,Vanuatu,0.0,0.0,0
18792,2016,300,Greece,5500,Oceania,1.141,0.00159,1
18793,2016,300,Greece,554,New Zealand,0.0,0.0,0
18794,2016,300,Greece,558,Nicaragua,0.0,0.0,0
18795,2016,300,Greece,5600,Asia and Oceania,11.902,0.01656,4
18796,2016,300,Greece,566,Nigeria,0.0,0.0,0
18797,2016,300,Greece,579,Norway,0.0,0.0,0
18798,2016,300,Greece,580,Northern Mariana Islands,0.0,0.0,0
18799,2016,300,Greece,583,Micronesia (Federated States of),0.0,0.0,0
18800,2016,300,Greece,584,Marshall Islands,1.141,0.00159,1
18801,2016,300,Greece,585,Palau,0.0,0.0,0
18802,2016,300,Greece,586,Pakistan,0.0,0.0,0
18803,2016,300,Greece,591,Panama,0.0,0.0,0
18804,2016,300,Greece,598,Papua New Guinea,0.0,0.0,0
18805,2016,300,Greece,600,Paraguay,0.0,0.0,0
18806,2016,300,Greece,604,Peru,0.0,0.0,0
18807,2016,300,Greece,608,Philippines,0.0,0.0,0
18808,2016,300,Greece,616,Poland,0.0,0.0,0
18809,2016,300,Greece,620,Portugal,0.0,0.0,0
18810,2016,300,Greece,624,Guinea-Bissau,0.0,0.0,0
18811,2016,300,Greece,626,Timor-Leste,0.0,0.0,0
18812,2016,300,Greece,634,Qatar,0.0,0.0,0
18813,2016,300,Greece,638,Réunion,0.0,0.0,0
18814,2016,300,Greece,642,Romania,0.0,0.0,0
18815,2016,300,Greece,643,Russian Federation,0.0,0.0,0
18816,2016,300,Greece,652,Saint Barthélemy,0.0,0.0,0
18817,2016,300,Greece,654,Saint Helena,0.0,0.0,0
18818,2016,300,Greece,659,Saint Kitts and Nevis,0.0,0.0,0
18819,2016,300,Greece,660,Anguilla,0.0,0.0,0
18820,2016,300,Greece,662,Saint Lucia,0.0,0.0,0
18821,2016,300,Greece,666,Saint Pierre and Miquelon,0.0,0.0,0
18822,2016,300,Greece,670,Saint Vincent and the Grenadines,0.0,0.0,0
18823,2016,300,Greece,678,Sao Tome and Principe,0.0,0.0,0
18824,2016,300,Greece,682,Saudi Arabia,0.0,0.0,0
18825,2016,300,Greece,686,Senegal,0.0,0.0,0
18826,2016,300,Greece,690,Seychelles,0.0,0.0,0
18827,2016,300,Greece,694,Sierra Leone,0.0,0.0,0
18828,2016,300,Greece,702,Singapore,0.0,0.0,0
18829,2016,300,Greece,704,Viet Nam,0.0,0.0,0
18830,2016,300,Greece,705,Slovenia,0.0,0.0,0
18831,2016,300,Greece,706,Somalia,0.0,0.0,0
18832,2016,300,Greece,710,South Africa,0.0,0.0,0
18833,2016,300,Greece,724,Spain,0.0,0.0,0
18834,2016,300,Greece,729,Sudan,0.0,0.0,0
18835,2016,300,Greece,740,Suriname,0.0,0.0,0
18836,2016,300,Greece,752,Sweden,0.0,0.0,0
18837,2016,300,Greece,756,Switzerland,0.0,0.0,0
18838,2016,300,Greece,757,"Switzerland, Liechtenstein",0.0,0.0,0
18839,2016,300,Greece,760,Syrian Arab Republic,3.171,0.00441,1
18840,2016,300,Greece,764,Thailand,0.0,0.0,0
18841,2016,300,Greece,768,Togo,0.0,0.0,0
18842,2016,300,Greece,772,Tokelau,0.0,0.0,0
18843,2016,300,Greece,776,Tonga,0.0,0.0,0
18844,2016,300,Greece,780,Trinidad and Tobago,0.0,0.0,0
18845,2016,300,Greece,784,United Arab Emirates,5.5,0.00765,1
18846,2016,300,Greece,788,Tunisia,0.0,0.0,0
18847,2016,300,Greece,792,Turkey,2.09,0.00291,1
18848,2016,300,Greece,795,Turkmenistan,0.0,0.0,0
18849,2016,300,Greece,796,Turks and Caicos Islands,0.0,0.0,0
18850,2016,300,Greece,798,Tuvalu,0.0,0.0,0
18851,2016,300,Greece,804,Ukraine,1.235,0.00172,1
18852,2016,300,Greece,818,Egypt,0.0,0.0,0
18853,2016,300,Greece,830,Channel Islands,0.0,0.0,0
18854,2016,300,Greece,834,"Tanzania, United Republic of",0.0,0.0,0
18855,2016,300,Greece,841,United States of America including Puerto Rico,1.735,0.00241,1
18856,2016,300,Greece,842,United States of America,1.735,0.00241,1
18857,2016,300,Greece,850,United States Virgin Islands,0.0,0.0,0
18858,2016,300,Greece,858,Uruguay,0.0,0.0,0
18859,2016,300,Greece,862,Venezuela (Bolivarian Rep. of),0.0,0.0,0
18860,2016,300,Greece,876,Wallis and Futuna Islands,0.0,0.0,0
18861,2016,300,Greece,882,Samoa,0.0,0.0,0
18862,2016,300,Greece,887,Yemen,0.0,0.0,0
18863,2016,300,Greece,926,United Kingdom,0.0,0.0,0
18864,2016,344,"China, Hong Kong SAR",0000,World,163962.433,100.0,2255
18865,2016,344,"China, Hong Kong SAR",0000u,World n.e.s.,0.0,0.0,0
18866,2016,344,"China, Hong Kong SAR",008,Albania,0.0,0.0,0
18867,2016,344,"China, Hong Kong SAR",012,Algeria,0.0,0.0,0
18868,2016,344,"China, Hong Kong SAR",016,American Samoa,0.0,0.0,0
18869,2016,344,"China, Hong Kong SAR",024,Angola,0.0,0.0,0
18870,2016,344,"China, Hong Kong SAR",028,Antigua and Barbuda,0.0,0.0,0
18871,2016,344,"China, Hong Kong SAR",031,Azerbaijan,0.0,0.0,0
18872,2016,344,"China, Hong Kong SAR",032,Argentina,0.0,0.0,0
18873,2016,344,"China, Hong Kong SAR",036,Australia,22.14,0.0135,1
18874,2016,344,"China, Hong Kong SAR",040,Austria,0.0,0.0,0
18875,2016,344,"China, Hong Kong SAR",044,Bahamas,0.0,0.0,0
18876,2016,344,"China, Hong Kong SAR",048,Bahrain,0.0,0.0,0
18877,2016,344,"China, Hong Kong SAR",050,Bangladesh,0.0,0.0,0
18878,2016,344,"China, Hong Kong SAR",052,Barbados,0.0,0.0,0
18879,2016,344,"China, Hong Kong SAR",056,Belgium,2747.49,1.67568,44
18880,2016,344,"China, Hong Kong SAR",060,Bermuda,0.0,0.0,0
18881,2016,344,"China, Hong Kong SAR",068,Bolivia (Plurinational State of),0.0,0.0,0
18882,2016,344,"China, Hong Kong SAR",076,Brazil,0.0,0.0,0
18883,2016,344,"China, Hong Kong SAR",084,Belize,0.0,0.0,0
18884,2016,344,"China, Hong Kong SAR",090,Solomon Islands,0.0,0.0,0
18885,2016,344,"China, Hong Kong SAR",092,British Virgin Islands,0.0,0.0,0
18886,2016,344,"China, Hong Kong SAR",096,Brunei Darussalam,0.0,0.0,0
18887,2016,344,"China, Hong Kong SAR",100,Bulgaria,0.0,0.0,0
18888,2016,344,"China, Hong Kong SAR",104,Myanmar,0.0,0.0,0
18889,2016,344,"China, Hong Kong SAR",1100,Developed economies,42593.134,25.97737,559
18890,2016,344,"China, Hong Kong SAR",1120,Developed economies: America,15100.014,9.20944,176
18891,2016,344,"China, Hong Kong SAR",1130,Developed economies: Asia,3877.207,2.36469,80
18892,2016,344,"China, Hong Kong SAR",1140,Developed economies: Europe,23593.773,14.38974,302
18893,2016,344,"China, Hong Kong SAR",1150,Developed economies: Oceania,22.14,0.0135,1
18894,2016,344,"China, Hong Kong SAR",116,Cambodia,0.0,0.0,0
18895,2016,344,"China, Hong Kong SAR",120,Cameroon,0.0,0.0,0
18896,2016,344,"China, Hong Kong SAR",1200,Developing economies,121361.792,74.01805,1695
18897,2016,344,"China, Hong Kong SAR",1210,Developing economies: Africa,115.567,0.07048,1
18898,2016,344,"China, Hong Kong SAR",1220,Developing economies: America,205.236,0.12517,1
18899,2016,344,"China, Hong Kong SAR",1230,Developing economies: Asia,121040.989,73.82239,1693
18900,2016,344,"China, Hong Kong SAR",124,Canada,8598.958,5.24447,105
18901,2016,344,"China, Hong Kong SAR",1250,Developing economies: Oceania,0.0,0.0,0
18902,2016,344,"China, Hong Kong SAR",1300,Transition economies,7.507,0.00458,1
18903,2016,344,"China, Hong Kong SAR",132,Cabo Verde,0.0,0.0,0
18904,2016,344,"China, Hong Kong SAR",136,Cayman Islands,0.0,0.0,0
18905,2016,344,"China, Hong Kong SAR",144,Sri Lanka,0.0,0.0,0
18906,2016,344,"China, Hong Kong SAR",152,Chile,0.0,0.0,0
18907,2016,344,"China, Hong Kong SAR",156,China,79404.33,48.42837,993
18908,2016,344,"China, Hong Kong SAR",158,"China, Taiwan Province of",4668.187,2.84711,67
18909,2016,344,"China, Hong Kong SAR",170,Colombia,0.0,0.0,0
18910,2016,344,"China, Hong Kong SAR",174,Comoros,0.0,0.0,0
18911,2016,344,"China, Hong Kong SAR",175,Mayotte,0.0,0.0,0
18912,2016,344,"China, Hong Kong SAR",178,Congo,0.0,0.0,0
18913,2016,344,"China, Hong Kong SAR",180,"Congo, Dem. Rep. of the",0.0,0.0,0
18914,2016,344,"China, Hong Kong SAR",184,Cook Islands,0.0,0.0,0
18915,2016,344,"China, Hong Kong SAR",188,Costa Rica,0.0,0.0,0
18916,2016,344,"China, Hong Kong SAR",191,Croatia,0.0,0.0,0
18917,2016,344,"China, Hong Kong SAR",192,Cuba,0.0,0.0,0
18918,2016,344,"China, Hong Kong SAR",196,Cyprus,760.834,0.46403,14
18919,2016,344,"China, Hong Kong SAR",204,Benin,0.0,0.0,0
18920,2016,344,"China, Hong Kong SAR",208,Denmark,4292.426,2.61793,71
18921,2016,344,"China, Hong Kong SAR",2101,Developed economies: Asia and Oceania,3899.347,2.3782,81
18922,2016,344,"China, Hong Kong SAR",2102,Developing economies: Asia and Oceania,121040.989,73.82239,1693
18923,2016,344,"China, Hong Kong SAR",2116,Sub-Saharan Africa excluding South Africa,0.0,0.0,0
18924,2016,344,"China, Hong Kong SAR",2117,Africa excluding South Africa,115.567,0.07048,1
18925,2016,344,"China, Hong Kong SAR",212,Dominica,0.0,0.0,0
18926,2016,344,"China, Hong Kong SAR",214,Dominican Republic,0.0,0.0,0
18927,2016,344,"China, Hong Kong SAR",2160,Developing economies excluding China,41957.462,25.58968,702
18928,2016,344,"China, Hong Kong SAR",2161,Developing economies excluding LDCs,121361.792,74.01805,1695
18929,2016,344,"China, Hong Kong SAR",218,Ecuador,0.0,0.0,0
18930,2016,344,"China, Hong Kong SAR",2200,M49 developing regions,121361.792,74.01805,1695
18931,2016,344,"China, Hong Kong SAR",2205,M49 developed regions,42600.641,25.98195,560
18932,2016,344,"China, Hong Kong SAR",2210,LDCs (Least developed countries),0.0,0.0,0
18933,2016,344,"China, Hong Kong SAR",2211,LDCs: Africa and Haiti,0.0,0.0,0
18934,2016,344,"China, Hong Kong SAR",2213,LDCs: Asia,0.0,0.0,0
18935,2016,344,"China, Hong Kong SAR",2216,LDCs: Islands,0.0,0.0,0
18936,2016,344,"China, Hong Kong SAR",222,El Salvador,0.0,0.0,0
18937,2016,344,"China, Hong Kong SAR",2220,LLDCs (Landlocked developing countries),0.0,0.0,0
18938,2016,344,"China, Hong Kong SAR",2221,LDCs: Africa,0.0,0.0,0
18939,2016,344,"China, Hong Kong SAR",2222,LDCs: Islands and Haiti,0.0,0.0,0
18940,2016,344,"China, Hong Kong SAR",2230,SIDS (Small island developing States) (UNCTAD),0.0,0.0,0
18941,2016,344,"China, Hong Kong SAR",2231,SIDS: Atlantic and Indian Ocean,0.0,0.0,0
18942,2016,344,"China, Hong Kong SAR",2232,SIDS: Caribbean,0.0,0.0,0
18943,2016,344,"China, Hong Kong SAR",2233,SIDS: Pacific,0.0,0.0,0
18944,2016,344,"China, Hong Kong SAR",2250,SIDS (Small island developing States) (UN-OHRLLS),5132.323,3.13018,70
18945,2016,344,"China, Hong Kong SAR",226,Equatorial Guinea,0.0,0.0,0
18946,2016,344,"China, Hong Kong SAR",231,Ethiopia,0.0,0.0,0
18947,2016,344,"China, Hong Kong SAR",232,Eritrea,0.0,0.0,0
18948,2016,344,"China, Hong Kong SAR",233,Estonia,0.0,0.0,0
18949,2016,344,"China, Hong Kong SAR",234,Faroe Islands,0.0,0.0,0
18950,2016,344,"China, Hong Kong SAR",2370,Selected exporters of petroleum,176.563,0.10769,3
18951,2016,344,"China, Hong Kong SAR",2371,Selected exporters of manufactured goods,120227.175,73.32605,1680
18952,2016,344,"China, Hong Kong SAR",2372,Selected exporters of manufactured goods and primary commodities,88115.465,53.74125,1135
18953,2016,344,"China, Hong Kong SAR",2373,Selected exporters of agricultural products,0.0,0.0,0
18954,2016,344,"China, Hong Kong SAR",2374,Selected exporters of minerals and mining products,0.0,0.0,0
18955,2016,344,"China, Hong Kong SAR",2376,Selected LIFDC (Low-income food-deficit countries),920.247,0.56125,13
18956,2016,344,"China, Hong Kong SAR",2378,LIFDC (Low-income food-deficit countries) (FAO),920.247,0.56125,13
18957,2016,344,"China, Hong Kong SAR",238,Falkland Islands (Malvinas),0.0,0.0,0
18958,2016,344,"China, Hong Kong SAR",2411,Net food-importing economies,133326.777,81.31544,1876
18959,2016,344,"China, Hong Kong SAR",2412,Net food-exporting economies,30635.656,18.68456,379
18960,2016,344,"China, Hong Kong SAR",2413,Net food-exporting developing economies,1317.346,0.80344,19
18961,2016,344,"China, Hong Kong SAR",2414,Net food-exporting transition economies,0.0,0.0,0
18962,2016,344,"China, Hong Kong SAR",2415,Net food-exporting developed economies,29318.31,17.88111,360
18963,2016,344,"China, Hong Kong SAR",2416,Major net food-exporting economies,30430.42,18.55939,378
18964,2016,344,"China, Hong Kong SAR",242,Fiji,0.0,0.0,0
18965,2016,344,"China, Hong Kong SAR",2420,Net food-importing developing economies,120044.446,73.2146,1676
18966,2016,344,"China, Hong Kong SAR",2421,Net food-importing transition economies,7.507,0.00458,1
18967,2016,344,"China, Hong Kong SAR",2422,Net food-importing developed economies,13274.824,8.09626,199
18968,2016,344,"China, Hong Kong SAR",2423,Major net food-importing economies,127051.885,77.48841,1823
18969,2016,344,"China, Hong Kong SAR",246,Finland,0.0,0.0,0
18970,2016,344,"China, Hong Kong SAR",250,"France, metropolitan",18.586,0.01134,1
18971,2016,344,"China, Hong Kong SAR",2508,Industrialized economies (UNIDO),76672.802,46.76242,1184
18972,2016,344,"China, Hong Kong SAR",2509,EIEs (Emerging Industrial Economies) (UNIDO),86844.821,52.96629,1065
18973,2016,344,"China, Hong Kong SAR",251,France,18.586,0.01134,1
18974,2016,344,"China, Hong Kong SAR",2510,Emerging markets,120995.007,73.79435,1693
18975,2016,344,"China, Hong Kong SAR",2511,Emerging markets: Africa,0.0,0.0,0
18976,2016,344,"China, Hong Kong SAR",2512,Emerging markets: America,0.0,0.0,0
18977,2016,344,"China, Hong Kong SAR",2513,Emerging markets: Asia,120987.5,73.78977,1692
18978,2016,344,"China, Hong Kong SAR",2514,Emerging markets: Europe and Kazakhstan,7.507,0.00458,1
18979,2016,344,"China, Hong Kong SAR",258,French Polynesia,0.0,0.0,0
18980,2016,344,"China, Hong Kong SAR",2611,HIPCs (Heavily indebted poor countries) (IMF),0.0,0.0,0
18981,2016,344,"China, Hong Kong SAR",262,Djibouti,0.0,0.0,0
18982,2016,344,"China, Hong Kong SAR",2621,High-income developing economies,120126.465,73.26463,1676
18983,2016,344,"China, Hong Kong SAR",2622,Middle-income developing economies,1235.327,0.75342,19
18984,2016,344,"China, Hong Kong SAR",2623,Low-income developing economies,0.0,0.0,0
18985,2016,344,"China, Hong Kong SAR",2624,Low-income economies (World Bank),0.0,0.0,0
18986,2016,344,"China, Hong Kong SAR",2625,Lower-middle-income economies (World Bank),1119.76,0.68294,18
18987,2016,344,"China, Hong Kong SAR",2626,Upper-middle-income economies (World Bank),79697.25,48.60702,1000
18988,2016,344,"China, Hong Kong SAR",2627,High-income economies (World Bank),83145.423,50.71004,1237
18989,2016,344,"China, Hong Kong SAR",2628,High-income OECD members (World Bank),45634.884,27.83252,612
18990,2016,344,"China, Hong Kong SAR",2629,High-income non OECD members (World Bank),37510.539,22.87752,625
18991,2016,344,"China, Hong Kong SAR",266,Gabon,0.0,0.0,0
18992,2016,344,"China, Hong Kong SAR",268,Georgia,0.0,0.0,0
18993,2016,344,"China, Hong Kong SAR",270,Gambia,0.0,0.0,0
18994,2016,344,"China, Hong Kong SAR",2710,BASIC,80324.577,48.98962,1006
18995,2016,344,"China, Hong Kong SAR",2711,BRICS,80332.084,48.9942,1007
18996,2016,344,"China, Hong Kong SAR",276,Germany,1364.609,0.83227,22
18997,2016,344,"China, Hong Kong SAR",288,Ghana,0.0,0.0,0
18998,2016,344,"China, Hong Kong SAR",292,Gibraltar,0.0,0.0,0
18999,2016,344,"China, Hong Kong SAR",296,Kiribati,0.0,0.0,0
19000,2016,344,"China, Hong Kong SAR",300,Greece,5514.058,3.363,39
19001,2016,344,"China, Hong Kong SAR",304,Greenland,0.0,0.0,0
19002,2016,344,"China, Hong Kong SAR",308,Grenada,0.0,0.0,0
19003,2016,344,"China, Hong Kong SAR",3101,AMU (Arab Maghreb Union),115.567,0.07048,1
19004,2016,344,"China, Hong Kong SAR",3102,COMESA (Common Market for Eastern and Southern Africa),115.567,0.07048,1
19005,2016,344,"China, Hong Kong SAR",3103,ECCAS (Economic Community of Central African States),0.0,0.0,0
19006,2016,344,"China, Hong Kong SAR",3104,ECOWAS (Economic Community of West African States),0.0,0.0,0
19007,2016,344,"China, Hong Kong SAR",3105,MRU (Mano River Union),0.0,0.0,0
19008,2016,344,"China, Hong Kong SAR",3106,SADC (Southern African Development Community),0.0,0.0,0
19009,2016,344,"China, Hong Kong SAR",3107,CEMAC (Economic and Monetary Community of Central Africa),0.0,0.0,0
19010,2016,344,"China, Hong Kong SAR",3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
19011,2016,344,"China, Hong Kong SAR",3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
19012,2016,344,"China, Hong Kong SAR",3110,EAC (East African Community),0.0,0.0,0
19013,2016,344,"China, Hong Kong SAR",3111,SACU (Southern African Customs Union),0.0,0.0,0
19014,2016,344,"China, Hong Kong SAR",3112,CEN-SAD (Community of Sahel-Saharan States),115.567,0.07048,1
19015,2016,344,"China, Hong Kong SAR",3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
19016,2016,344,"China, Hong Kong SAR",3114,United Nations member States,133235.106,81.25953,1726
19017,2016,344,"China, Hong Kong SAR",312,Guadeloupe,0.0,0.0,0
19018,2016,344,"China, Hong Kong SAR",316,Guam,0.0,0.0,0
19019,2016,344,"China, Hong Kong SAR",320,Guatemala,0.0,0.0,0
19020,2016,344,"China, Hong Kong SAR",3201,CAN (Andean Community),0.0,0.0,0
19021,2016,344,"China, Hong Kong SAR",3202,CACM (Central American Common Market),0.0,0.0,0
19022,2016,344,"China, Hong Kong SAR",3203,CARICOM (Caribbean Community),0.0,0.0,0
19023,2016,344,"China, Hong Kong SAR",3204,FTAA (Free Trade Area of the Americas),15305.25,9.33461,177
19024,2016,344,"China, Hong Kong SAR",3205,LAIA (Latin American Integration Association),205.236,0.12517,1
19025,2016,344,"China, Hong Kong SAR",3206,NAFTA (North American Free Trade Agreement),15100.014,9.20944,176
19026,2016,344,"China, Hong Kong SAR",3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
19027,2016,344,"China, Hong Kong SAR",3208,MERCOSUR (Southern Common Market),0.0,0.0,0
19028,2016,344,"China, Hong Kong SAR",3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
19029,2016,344,"China, Hong Kong SAR",3210,UNASUR (Union of South American Nations),0.0,0.0,0
19030,2016,344,"China, Hong Kong SAR",3211,ACS (Association of Caribbean States),205.236,0.12517,1
19031,2016,344,"China, Hong Kong SAR",324,Guinea,0.0,0.0,0
19032,2016,344,"China, Hong Kong SAR",328,Guyana,0.0,0.0,0
19033,2016,344,"China, Hong Kong SAR",3301,ASEAN (Association of Southeast Asian Nations),5331.836,3.25186,75
19034,2016,344,"China, Hong Kong SAR",3302,APTA (Asia-Pacific Trade Agreement),84127.161,51.3088,1073
19035,2016,344,"China, Hong Kong SAR",3303,GCC (The Cooperation Council for the Arab States of the Gulf),684.819,0.41767,11
19036,2016,344,"China, Hong Kong SAR",3304,SAARC (South Asian Association for Regional Cooperation),920.247,0.56125,13
19037,2016,344,"China, Hong Kong SAR",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",92415.957,56.3641,1215
19038,2016,344,"China, Hong Kong SAR",3306,ECO (Economic Cooperation Organization),169.846,0.10359,5
19039,2016,344,"China, Hong Kong SAR",3307,African Union,115.567,0.07048,1
19040,2016,344,"China, Hong Kong SAR",3310,"ADB (African Development Bank), developing member countries",80524.09,49.1113,1011
19041,2016,344,"China, Hong Kong SAR",3311,ADB: Group A,0.0,0.0,0
19042,2016,344,"China, Hong Kong SAR",3312,ADB: Group B,920.247,0.56125,13
19043,2016,344,"China, Hong Kong SAR",3313,ADB: Group C,79603.843,48.55005,998
19044,2016,344,"China, Hong Kong SAR",332,Haiti,0.0,0.0,0
19045,2016,344,"China, Hong Kong SAR",3320,ECA (Economic Commission for Africa),115.567,0.07048,1
19046,2016,344,"China, Hong Kong SAR",3321,ECA: North Africa,115.567,0.07048,1
19047,2016,344,"China, Hong Kong SAR",3322,ECA: East Africa,0.0,0.0,0
19048,2016,344,"China, Hong Kong SAR",3323,ECA: Central Africa,0.0,0.0,0
19049,2016,344,"China, Hong Kong SAR",3324,ECA: Southern Africa,0.0,0.0,0
19050,2016,344,"China, Hong Kong SAR",3325,ECA: West Africa,0.0,0.0,0
19051,2016,344,"China, Hong Kong SAR",3330,ECLAC (Economic Commission for Latin America and the Caribbean),205.236,0.12517,1
